model,recall,precision
VGG16,0.9666666666666667,0.882903981264637
VGG16,0.9641025641025641,0.8826291079812206
VGG16,0.9615384615384616,0.8823529411764706
VGG16,0.958974358974359,0.8820754716981132
VGG16,0.9564102564102565,0.8817966903073287
VGG16,0.9564102564102565,0.8838862559241706
VGG16,0.9538461538461539,0.8836104513064132
VGG16,0.9538461538461539,0.8857142857142857
VGG16,0.9512820512820512,0.8854415274463007
VGG16,0.9487179487179487,0.8851674641148325
VGG16,0.9487179487179487,0.8872901678657075
VGG16,0.9461538461538461,0.8870192307692307
VGG16,0.9461538461538461,0.8891566265060241
VGG16,0.9435897435897436,0.8888888888888888
VGG16,0.9435897435897436,0.8910411622276029
VGG16,0.9435897435897436,0.8932038834951457
VGG16,0.941025641025641,0.8929440389294404
VGG16,0.9384615384615385,0.8926829268292683
VGG16,0.9384615384615385,0.8948655256723717
VGG16,0.9358974358974359,0.8946078431372549
VGG16,0.9358974358974359,0.8968058968058968
VGG16,0.9333333333333333,0.896551724137931
VGG16,0.9333333333333333,0.8987654320987655
VGG16,0.9333333333333333,0.900990099009901
VGG16,0.9333333333333333,0.9032258064516129
VGG16,0.9333333333333333,0.9054726368159204
VGG16,0.9333333333333333,0.9077306733167082
VGG16,0.9307692307692308,0.9075
VGG16,0.9282051282051282,0.9072681704260651
VGG16,0.9256410256410257,0.907035175879397
VGG16,0.9256410256410257,0.9093198992443325
VGG16,0.9256410256410257,0.9116161616161617
VGG16,0.9256410256410257,0.9139240506329114
VGG16,0.9256410256410257,0.916243654822335
VGG16,0.9256410256410257,0.9185750636132316
VGG16,0.9230769230769231,0.9183673469387755
VGG16,0.9230769230769231,0.9207161125319693
VGG16,0.9230769230769231,0.9230769230769231
VGG16,0.9205128205128205,0.922879177377892
VGG16,0.9205128205128205,0.9252577319587629
VGG16,0.9179487179487179,0.9250645994832042
VGG16,0.9153846153846154,0.9248704663212435
VGG16,0.9128205128205128,0.9246753246753247
VGG16,0.9102564102564102,0.9244791666666666
VGG16,0.9102564102564102,0.9268929503916449
