Metric,Before,After_CLAHE
mean_intensity,122.32866848692602,131.11990593112245
std_intensity,56.583340871221814,60.732356613812435
entropy,7.27925597565007,7.524353491445604
laplacian_variance,612.032916740543,1476.7328873862332
